Reactant1;Reactant2;Product;Yield;temperature;ML;B;S;catalysts;ligands;bases;solvents
OB(O)c1ccncc1Cl;Nc1ncc(Br)c(NC2CCOCC2)n1;Nc1ncc(-c2ccncc2Cl)c(NC2CCOCC2)n1;94.55;20;M1M;B15B;S21S;Cl[Pd](Cl)([P](c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1;;;C1COCCO1
COc1cc(B(O)O)ccn1;CC1(C)CN(C(=O)C2(C#N)CC2)C[C@H]1Nc1c(C(N)=O)cnn2cc(Br)cc12;COc1cc(-c2cc3c(NC4CN(C(=O)C5(C#N)CC5)CC4(C)C)c(C(N)=O)cnn3c2)ccn1;19.05;20;M1M;B16B;S21S;CC(=O)[O-].CC(=O)[O-].[Pd+2];CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1;O=P([O-])([O-])[O-].[K+].[K+].[K+];C1COCCO1
OB(O)c1cccc(C(F)(F)F)c1;COC(=O)c1ncc(Br)cc1C;COC(=O)c1ncc(-c2cccc(C(F)(F)F)c2)cc1C;87.1;20;M2M;B12B;S21S;Cl[Pd]Cl;;O=C([O-])[O-].[Na+].[Na+];C1COCCO1
OB(O)c1cccs1;Cc1ccc(Br)nc1;Cc1ccc(-c2cccs2)nc1;97.9;20;M3M;B12B;S21S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[Na+].[Na+];COCCOC
OB(O)c1cccnc1Cl;C[C@@H](NC(=O)OC(C)(C)C)c1ccc(Br)cc1;C[C@@H](NC(=O)OC(C)(C)C)c1ccc(-c2cccnc2Cl)cc1;70.9;20;M7M;B12B;S21S;[Pd];c1ccc(P(c2ccccc2)c2ccccc2)cc1;O=C([O-])[O-].[Na+].[Na+];COCCOC
CSc1ncc(B(O)O)cn1;Fc1ccc(-c2nc3occn3c2I)c(F)c1;CSc1ncc(-c2c(-c3ccc(F)cc3F)nc3occn23)cn1;66.3;20;M6M;B12B;S28S;Cl[Pd]Cl;c1ccc(P(c2ccccc2)c2ccccc2)cc1;O=C([O-])[O-].[Cs+].[Cs+];C1COCCO1[SPLIT]O
OB(O)c1cc2ccccc2s1;CCOC(=O)CNC(=O)c1c(O)c(Br)cc2nccnc12;CCOC(=O)CNC(=O)c1c(O)c(-c2cc3ccccc3s2)cc2nccnc12;58.5;20;M3M;B12B;S28S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[K+].[K+];C1COCCO1[SPLIT]O
OB(O)c1cccc(Cl)c1;Clc1ccc2ncc(Br)n2n1;Clc1cccc(-c2cnc3ccc(Cl)nn23)c1;52.9;20;M3M;B12B;S28S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[K+].[K+];C1COCCO1[SPLIT]O
Cc1ccncc1B(O)O;COc1cc(OC)c([N+](=O)[O-])c(-n2cc(C)nc2Br)c1;COc1cc(OC)c([N+](=O)[O-])c(-n2cc(C)nc2-c2cnccc2C)c1;69.25;20;M3M;B12B;S22S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[K+].[K+];
OB(O)c1ccncc1;Brc1cnn(C2CCCCO2)c1;c1cc(-c2cnn(C3CCCCO3)c2)ccn1;68.0;20;M3M;B12B;S28S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[Na+].[Na+];C1COCCO1[SPLIT]O
OB(O)c1ccc(C2CCCCC2)cc1;Nc1ncccc1Br;Nc1ncccc1-c1ccc(C2CCCCC2)cc1;43.2;20;M3M;B12B;S28S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[Na+].[Na+];COCCOC[SPLIT]O
OB(O)c1ccc(OCc2ccccc2)cc1F;O=C(O)c1ccc(F)c(Br)n1;O=C(O)c1ccc(F)c(-c2ccc(OCc3ccccc3)cc2F)n1;28.0;20;M0M;B15B;S22S;Cl[Pd]Cl;[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1;;ClCCl
CC(C)(C)c1ccc(B(O)O)cc1;Cn1ccc2ccc(Br)cc21;Cn1ccc2ccc(-c3ccc(C(C)(C)C)cc3)cc21;56.15;20;M3M;B12B;S25S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[K+].[K+];CCO[SPLIT]Cc1ccccc1[SPLIT]O
OB(O)c1ccc2cc[nH]c2c1;Nc1cccc(Br)c1;Nc1cccc(-c2ccc3cc[nH]c3c2)c1;79.0;20;M3M;B16B;S21S;[Pd].[Pd];C1CCC(P(C2CCCCC2)C2CCCCC2)CC1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1;O=P([O-])([O-])[O-].[K+].[K+].[K+];C1COCCO1
OB(O)c1cccnc1;O=C(c1c(F)cc(Br)cc1F)N1CCC[C@H]1CN1CCCC1;O=C(c1c(F)cc(-c2cccnc2)cc1F)N1CCC[C@H]1CN1CCCC1;2.1;20;M7M;B12B;S25S;[Pd];c1ccc(P(c2ccccc2)c2ccccc2)cc1;O=C([O-])[O-].[Na+].[Na+];CCO[SPLIT]Cc1ccccc1[SPLIT]O
CS(=O)(=O)c1cncc(B(O)O)c1;Cc1nc(C(=O)Nc2cc(Br)cc3[nH]ncc23)cs1;Cc1nc(C(=O)Nc2cc(-c3cncc(S(C)(=O)=O)c3)cc3[nH]ncc23)cs1;5.8;20;M0M;B12B;S22S;Cl[Pd]Cl;[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1;O=C([O-])[O-].[K+].[K+];C1COCCO1[SPLIT]CO[SPLIT]O
OB(O)c1ccccc1;COC(=O)c1cc(Br)nc2c1[nH]c1cccc(OCc3ccccc3)c12;COC(=O)c1cc(-c2ccccc2)nc2c1[nH]c1cccc(OCc3ccccc3)c12;93.85;20;M1M;B16B;S22S;CC(=O)[O-].CC(=O)[O-].[Pd+2];CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1;O=P([O-])([O-])[O-].[K+].[K+].[K+];
OB(O)c1ccncc1Cl;Nc1cc(Cl)c(I)cn1;Nc1cc(Cl)c(-c2ccncc2Cl)cn1;51.25;20;M1M;B12B;S22S;Cl[Pd](Cl)([P](c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1;;O=C([O-])[O-].[Na+].[Na+];C1COCCO1[SPLIT]ClCCl[SPLIT]O
OB(O)c1ccoc1;Oc1ccc(C(=C2CCCCCCC2)c2ccc(Br)cc2)cc1;Oc1ccc(C(=C2CCCCCCC2)c2ccc(-c3ccoc3)cc2)cc1;76.0;20;M1M;B12B;S28S;Cl[Pd](Cl)([P](c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1;;O=C([O-])[O-].[Na+].[Na+];C1CCOC1[SPLIT]O
OB(O)c1ccccc1;CSc1nc(Br)cn2ccnc12;CSc1nc(-c2ccccc2)cn2ccnc12;90.7;20;M6M;B12B;S22S;Cl[Pd]Cl;c1ccc(P(c2ccccc2)c2ccccc2)cc1;O=C([O-])[O-].[K+].[K+];CCCO[SPLIT]CN1CCCC1=O
COc1ccc(B(O)O)cc1;CS(=O)(=O)N1CCC(CC(=O)NOC2CCCCO2)(c2ccc(Br)s2)S(=O)(=O)CC1;COc1ccc(-c2ccc(C3(CC(=O)NOC4CCCCO4)CCN(S(C)(=O)=O)CCS3(=O)=O)s2)cc1;61.9;20;M3M;B12B;S22S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[Na+].[Na+];CCOC(C)=O[SPLIT]COCCOC
OB(O)c1cccnc1;NC1=N[C@]2(CO1)c1cc(Br)ccc1Oc1ccc(I)cc12;NC1=N[C@]2(CO1)c1cc(Br)ccc1Oc1ccc(-c3cccnc3)cc12;61.6;20;M3M;B12B;S22S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[Na+].[Na+];CCOC(C)=O[SPLIT]COCCOC[SPLIT]O
OB(O)c1ccc(O)cc1CN1CCOCC1;O=C(N[C@H]1CC[C@@H](n2c(=O)c3cc(F)cnc3n(-c3cccc(I)c3)c2=O)CC1)c1cn2cc(F)ccc2n1;O=C(N[C@@H]1CC[C@H](n2c(=O)c3cc(F)cnc3n(-c3cccc(-c4ccc(O)cc4CN4CCOCC4)c3)c2=O)CC1)c1cn2cc(F)ccc2n1;17.9;20;M4M;B12B;S29S;CC(=O)[O-].CC(=O)[O-].[Pd+2];COc1cccc(OC)c1-c1ccccc1P(C1CCCCC1)C1CCCCC1;O=C([O-])[O-].[K+].[K+];CC#N[SPLIT]O
OB(O)c1cncc(Cl)c1;CC1=NC2(CCCc3ccc(Br)cc32)N=C1N;CC1=NC2(CCCc3ccc(-c4cncc(Cl)c4)cc32)N=C1N;33.2;20;M5M;B12B;S21S;Cl[Pd+2](Cl)(Cl)Cl.[Na+].[Na+];;O=C([O-])[O-].[K+].[K+];CC1CCCO1
Cn1c(C#N)ccc1B(O)O;O=S(=O)(NC1CCC1)c1ccc(Br)cc1F;Cn1c(C#N)ccc1-c1ccc(S(=O)(=O)NC2CCC2)c(F)c1;12.85;20;M9M;B13B;S22S;[Pd].[Pd];CC(C)(C)P(C(C)(C)C)C(C)(C)C.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1;[F-].[K+];
COc1cc(B(O)O)ccn1;CC(C)(C)c1cc(F)c2c(=O)n(-c3cccc(Br)c3CO)ncc2c1;COc1cc(-c2cccc(-n3ncc4cc(C(C)(C)C)cc(F)c4c3=O)c2CO)ccn1;62.45;20;M3M;B12B;S21S;[Pd];C1CCC(P(C2CCCCC2)C2CCCCC2)CC1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1;O=C([O-])[O-].[K+].[K+];C1COCCO1
OB(O)c1ccoc1;CCC(=C(c1ccc(O)cc1)c1ccc(O)cc1)c1ccc(Br)cc1;CCC(=C(c1ccc(O)cc1)c1ccc(O)cc1)c1ccc(-c2ccoc2)cc1;71.0;20;M1M;B12B;S21S;Cl[Pd](Cl)([P](c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1;;O=C([O-])[O-].[Na+].[Na+];C1CCOC1
OB(O)c1cc2cc(N3CCCCC3)ccc2o1;O=Cc1ccc(Br)c(F)c1;O=Cc1ccc(-c2cc3cc(N4CCCCC4)ccc3o2)c(F)c1;20.1;20;M1M;B11B;S17S;Cl[Pd](Cl)([P](c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1;;CCN(CC)CC;CCO
Cc1cncc(B(O)O)c1;CC1(C)CC(NC(=O)c2ccc(COc3cccc(Br)c3)cc2)CC(C)(C)N1;Cc1cncc(-c2cccc(OCc3ccc(C(=O)NC4CC(C)(C)NC(C)(C)C4)cc3)c2)c1;39.4;20;M3M;B12B;S29S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[Na+].[Na+];CC#N[SPLIT]O
CC(=O)OCc1c(B(O)O)ccnc1N1CCn2c(cc3c2CC(C)(C)C3)C1=O;C[C@H]1CN(C2COC2)CCN1c1cnc(Nc2cc(Br)cn(C)c2=O)cn1;CC(=O)OCc1c(-c2cc(Nc3cnc(N4CCN(C5COC5)C[C@@H]4C)cn3)c(=O)n(C)c2)ccnc1N1CCn2c(cc3c2CC(C)(C)C3)C1=O;30.85;20;M0M;B15B;S29S;Cl[Pd]Cl;[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1;CC(=O)[O-].CC(=O)[O-].O=P([O-])([O-])[O-].O=P([O-])([O-])[O-].[K+].[K+].[K+].[K+].[Na+].[Na+].[Na+].[Na+];CC#N[SPLIT]O
OB(O)c1cc(O)cc(F)c1;CC(c1cc2ccccn2c1-c1cccc(CN(C)C)c1)n1nc(I)c2c(N)ncnc21;CC(c1cc2ccccn2c1-c1cccc(CN(C)C)c1)n1nc(-c2cc(O)cc(F)c2)c2c(N)ncnc21;36.2;20;M3M;B12B;S22S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[Na+].[Na+];CCO[SPLIT]COCCOC
OB(O)c1ccc2cnccc2c1;CSc1nnc(Br)s1;CSc1nnc(-c2ccc3cnccc3c2)s1;94.25;20;M3M;B12B;S21S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[Na+].[Na+];COCCOC
Cc1c(B(O)O)sc2ccc(Cl)cc12;Clc1cc(I)ccn1;Cc1c(-c2ccnc(Cl)c2)sc2ccc(Cl)cc12;80.05;20;M1M;B12B;S28S;Cl[Pd](Cl)([P](c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1;;O=C([O-])[O-].[Na+].[Na+];C1CCOC1[SPLIT]O
OB(O)c1ccc(OCCc2ccc(F)cc2)cc1;Cc1nc(C)c([C@H](OC(C)(C)C)C(=O)OC(C)C)c(N2CC(C)(C)C2)c1Br;Cc1nc(C)c([C@H](OC(C)(C)C)C(=O)OC(C)C)c(N2CC(C)(C)C2)c1-c1ccc(OCCc2ccc(F)cc2)cc1;67.4;20;M3M;B12B;S22S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[Na+].[Na+];C1COCCO1[SPLIT]CCOC(C)=O[SPLIT]O
O=C(NC1=NCCS1)c1cccc(B(O)O)c1;CC(C)n1nc(I)c2c(N)ncnc21;CC(C)n1nc(-c2cccc(C(=O)NC3=NCCS3)c2)c2c(N)ncnc21;66.85;20;M3M;B12B;S22S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[Na+].[Na+];CCO[SPLIT]COCCOC
OB(O)c1cc(Cl)ccc1F;NC(=O)C(Nc1cncc(Br)c1)c1ccccn1;NC(=O)C(Nc1cncc(-c2cc(Cl)ccc2F)c1)c1ccccn1;12.6;20;M3M;B12B;S28S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[K+].[K+];COCCOC[SPLIT]O
CS(=O)(=O)c1ccc(B(O)O)cc1;CN(Cc1cc(Br)n(S(=O)(=O)c2cccnc2)c1)C(=O)OC(C)(C)C;CN(Cc1cc(-c2ccc(S(C)(=O)=O)cc2)n(S(=O)(=O)c2cccnc2)c1)C(=O)OC(C)(C)C;59.2;20;M3M;B12B;S28S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[Na+].[Na+];COCCOC[SPLIT]O
CC(C)(C)CCNCc1ccc(B(O)O)s1;CCS(=O)(=O)N1CCC(c2c[nH]c3c(C(N)=O)cc(Br)cc23)CC1;CCS(=O)(=O)N1CCC(c2c[nH]c3c(C(N)=O)cc(-c4ccc(CNCCC(C)(C)C)s4)cc23)CC1;5.0;20;M3M;B12B;S22S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[K+].[K+];
CSc1cccc(B(O)O)c1;Fc1ccc(N2N=C(C(F)(F)C(F)(F)F)CC2c2cncc(Br)c2)c(F)c1;CSc1cccc(-c2cncc(C3CC(C(F)(F)C(F)(F)F)=NN3c3ccc(F)cc3F)c2)c1;36.4;20;M3M;B12B;S22S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[Na+].[Na+];CCO[SPLIT]COCCOC
OB(O)c1cncnc1;CC(C)(C(=O)O)c1ccc(Br)cc1;CC(C)(C(=O)O)c1ccc(-c2cncnc2)cc1;73.9;20;M3M;B15B;S28S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[K+].[K+].[Na+].[OH-];COCCOC[SPLIT]O
OB(O)c1ccc(Cl)cc1F;CS(=O)(=O)CCNC(=O)c1ccc2cncc(Br)c2n1;CS(=O)(=O)CCNC(=O)c1ccc2cncc(-c3ccc(Cl)cc3F)c2n1;55.25;20;M0M;B12B;S28S;Cl[Pd]Cl;[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1;O=C([O-])[O-].[Cs+].[Cs+];C1COCCO1[SPLIT]O
Cc1cc(C)c(B(O)O)c(C)c1;Cc1cc(Oc2ccccc2)c2cccc(Br)c2n1;Cc1cc(C)c(-c2cccc3c(Oc4ccccc4)cc(C)nc23)c(C)c1;72.5;20;M3M;B15B;S28S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;;COCCOC[SPLIT]O
OB(O)c1cncc2ccccc12;Cc1cc(NS(=O)(=O)c2cccc(Cl)c2)c2c(C)c(Br)sc2n1;Cc1cc(NS(=O)(=O)c2cccc(Cl)c2)c2c(C)c(-c3cncc4ccccc34)sc2n1;37.2;20;M1M;B12B;S28S;Cl[Pd](Cl)([P](c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1;;O=C([O-])[O-].[K+].[K+];C1COCCO1[SPLIT]O
N#Cc1ccc(B(O)O)cc1;Brc1cn2c(I)cnc2cn1;N#Cc1ccc(-c2cnc3cnc(Br)cn23)cc1;32.9;20;M3M;B12B;S19S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[Na+].[Na+];CN(C)C=O
Cc1ccc(B(O)O)cc1;Brc1cccnc1;Cc1ccc(-c2cccnc2)cc1;89.3;20;M3M;B12B;S27S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[Na+].[Na+];Cc1ccccc1[SPLIT]O
OB(O)c1ccc(F)nc1;O=c1c(Br)cccn1CCCCCl;O=c1c(-c2ccc(F)nc2)cccn1CCCCCl;82.0;20;M6M;B12B;S21S;CC(=O)[O-].CC(=O)[O-].[Pd+2];c1ccc(P(c2ccccc2)c2ccccc2)cc1;O=C([O-])[O-].[K+].[K+];C1COCCO1
CCCCCCCCCc1ccc(-c2ccc(B(O)O)c(F)n2)cc1;CCCCCCCc1ccc(Br)cc1;CCCCCCCCCc1ccc(-c2ccc(-c3ccc(CCCCCCC)cc3)c(F)n2)cc1;39.05;20;M3M;B12B;S25S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[Na+].[Na+];CCO[SPLIT]Cc1ccccc1[SPLIT]O
OB(O)c1cccc(F)c1;O=C(NCC(F)(F)F)c1ccc2cncc(Br)c2n1;O=C(NCC(F)(F)F)c1ccc2cncc(-c3cccc(F)c3)c2n1;92.7;20;M0M;B12B;S28S;Cl[Pd]Cl;[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1;O=C([O-])[O-].[Cs+].[Cs+];C1COCCO1[SPLIT]O
OB(O)c1cnn(CCN2CCOCC2)c1;Cc1cc(C)c(CNC(=O)c2cc(Br)cc(N(C)C3CCCC3)c2C)c(=O)[nH]1;Cc1cc(C)c(CNC(=O)c2cc(-c3cnn(CCN4CCOCC4)c3)cc(N(C)C3CCCC3)c2C)c(=O)[nH]1;66.0;20;M3M;B12B;S22S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[Na+].[Na+];C1COCCO1[SPLIT]ClCCl
OB(O)c1ccsc1;COc1ncnc2sc(-c3c(-c4ccccc4)nc(Br)n3C)nc12;COc1ncnc2sc(-c3c(-c4ccccc4)nc(-c4ccsc4)n3C)nc12;80.7;20;M0M;B12B;S18S;Cl[Pd]Cl;[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1;O=C([O-])[O-].[K+].[K+];CO[SPLIT]Cc1ccccc1
OB(O)c1ccc(OC(F)(F)F)cc1;CCOC(OCC)c1cc2cncc(I)c2o1;CCOC(OCC)c1cc2cncc(-c3ccc(OC(F)(F)F)cc3)c2o1;84.0;20;M3M;B12B;S28S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[Na+].[Na+];C1CCOC1[SPLIT]O
OB(O)c1cccnc1;COc1ccc(CNc2ccc(I)cn2)cc1OC1CCCC1;COc1ccc(CNc2ccc(-c3cccnc3)cn2)cc1OC1CCCC1;21.3;20;M1M;B12B;S29S;Cl[Pd](Cl)([P](c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1;;O=C([O-])[O-].[Na+].[Na+];CC#N[SPLIT]O
OB(O)c1ccccc1;CCc1c(-c2ccc(O)cc2)cnc(N)c1Br;CCc1c(-c2ccc(O)cc2)cnc(N)c1-c1ccccc1;49.95;20;M0M;B12B;S22S;Cl[Pd]Cl;[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1;O=C([O-])[O-].[K+].[K+];C1COCCO1[SPLIT]CCOC(C)=O[SPLIT]O
OB(O)c1ccccc1;C[C@]1(O)CCCC[C@@H]1Nc1c(C(N)=O)cnn2cc(Br)cc12;C[C@]1(O)CCCC[C@@H]1Nc1c(C(N)=O)cnn2cc(-c3ccccc3)cc12;54.6;20;M1M;B16B;S19S;CC(=O)[O-].CC(=O)[O-].[Pd+2];CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1;O=P([O-])([O-])[O-].[K+].[K+].[K+];CN(C)C=O
OB(O)c1cc2ccccc2s1;Ic1ccccc1;c1ccc(-c2cc3ccccc3s2)cc1;60.0;20;M7M;B12B;S25S;[Pd];c1ccc(P(c2ccccc2)c2ccccc2)cc1;O=C([O-])[O-].[Na+].[Na+];CCO[SPLIT]Cc1ccccc1[SPLIT]O
OB(O)c1cccnc1F;CCn1cc(C2(c3cccc(Br)c3)N=C(N)N(C)C2=O)cc1C=O;CCn1cc(C2(c3cccc(-c4cccnc4F)c3)N=C(N)N(C)C2=O)cc1C=O;74.0;20;M7M;B12B;S18S;[Pd];c1ccc(P(c2ccccc2)c2ccccc2)cc1;O=C([O-])[O-].[Na+].[Na+];CCO[SPLIT]Cc1ccccc1
CC(C)c1ccc(B(O)O)cc1;CC#C[C@@H](CC(=O)OCC)c1ccc(OCc2ccc3nc(Br)nn3c2)cc1;CC#C[C@@H](CC(=O)OCC)c1ccc(OCc2ccc3nc(-c4ccc(C(C)C)cc4)nn3c2)cc1;68.475;20;M3M;B12B;S18S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[K+].[K+];CCO[SPLIT]Cc1ccccc1
