canonical_rxn,catalyst1,solvent1,solvent2,reagent1,reagent2,Yield,dataset
Nc1nccc2scc(Br)c12.OB(O)c1ccc(Oc2ccccc2)cc1>>Nc1nccc2scc(-c3ccc(Oc4ccccc4)cc3)c12,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,CN(C)C=O,O,,O=C([O-])[O-].[Na+].[Na+],74.65,test
OB(O)c1ccccc1C(F)(F)F.OCc1ccnc(Br)c1>>OCc1ccnc(-c2ccccc2C(F)(F)F)c1,[Pd+2],Cc1ccccc1,O,[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[K+].[K+],85.0,test
CC(C)Oc1ccc(B(O)O)cc1.CCCc1nc(CC)c(Br)c(=O)n1Cc1ccc(-c2ccccc2C#N)cc1>>CCCc1nc(CC)c(-c2ccc(OC(C)C)cc2)c(=O)n1Cc1ccc(-c2ccccc2C#N)cc1,Cl[Pd]Cl,C1COCCO1,CCOC(C)=O,[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[Cs+].[Cs+],88.9,test
Cn1cc(Br)c2oc(-c3ccc(C4(NC(=O)OC(C)(C)C)CCC4)cc3)c(-c3ccccc3)c2c1=O.OB(O)c1cncnc1>>Cn1cc(-c2cncnc2)c2oc(-c3ccc(C4(NC(=O)OC(C)(C)C)CCC4)cc3)c(-c3ccccc3)c2c1=O,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,CN(C)C=O,O,,O=P([O-])([O-])[O-].[K+].[K+].[K+],57.95,train
CC1CCCC(C)N1C(=O)c1csc(Br)n1.Cc1ccccc1B(O)O>>Cc1ccccc1-c1nc(C(=O)N2C(C)CCCC2C)cs1,Cl[Pd]Cl,COCCOC,,[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[K+].[K+],73.55,test
COC(=O)c1cnc(Br)n1Cc1cc(Cl)ccc1Cl.OB(O)c1cccnc1>>COC(=O)c1cnc(-c2cccnc2)n1Cc1cc(Cl)ccc1Cl,Cl[Pd]Cl,C1COCCO1,O,,O=C([O-])[O-].[Cs+].[Cs+],15.1,train
CN(C)c1nc(Cl)ncc1Br.OB(O)c1ccccc1>>CN(C)c1nc(Cl)ncc1-c1ccccc1,[Pd],Cc1ccccc1,O,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[K+].[K+],72.95,test
Clc1ccc(Br)nc1.OB(O)c1ccc(O)cc1>>Oc1ccc(-c2ccc(Cl)cn2)cc1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,COCCOC,O,,O=C([O-])[O-].[Na+].[Na+],78.2,train
CCOC(=O)N1c2ccc(OC)nc2[C@@H](Nc2ncc(I)c(Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)n2)C[C@H]1CC.OB(O)c1ccncc1>>CCOC(=O)N1c2ccc(OC)nc2[C@@H](Nc2ncc(-c3ccncc3)c(Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)n2)C[C@H]1CC,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,CN(C)C=O,O,,O=C([O-])[O-].[K+].[K+],56.3,train
Cc1noc(C)c1B(O)O.O=C(c1c(Cl)cc(Br)cc1Cl)c1c[nH]c2c(NC(=O)C3CC3)nccc12>>Cc1noc(C)c1-c1cc(Cl)c(C(=O)c2c[nH]c3c(NC(=O)C4CC4)nccc23)c(Cl)c1,Cl[Pd]Cl,C1COCCO1,O,[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[K+].[K+],15.5,test
O=C(Nc1ccc(-n2nc(-c3cccnc3)cc2C(F)(F)F)cn1)c1cccc(Br)c1.OB(O)c1ccc(F)nc1>>O=C(Nc1ccc(-n2nc(-c3cccnc3)cc2C(F)(F)F)cn1)c1cccc(-c2ccc(F)nc2)c1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,CN(C)C=O,,,O=C([O-])[O-].[Cs+].[Cs+],49.8,train
COC(=O)c1cccc(B(O)O)c1.Cn1nccc1Br>>COC(=O)c1cccc(-c2ccnn2C)c1,Cl[Pd]Cl,C1COCCO1,O,[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[K+].[K+],71.8,test
Cc1ccc(B(O)O)cc1.Cc1nn(C)c(-c2ccc3c(c2)NC(=O)CO3)c1Br>>Cc1ccc(-c2c(C)nn(C)c2-c2ccc3c(c2)NC(=O)CO3)cc1,CC(C)(C)[P]([Pd][P](C(C)(C)C)(C(C)(C)C)C(C)(C)C)(C(C)(C)C)C(C)(C)C,C1COCCO1,,,O=P([O-])([O-])[O-].[K+].[K+].[K+],55.9,train
CNC(=O)c1c(-c2ccc(F)cc2)nc2ccc(Br)cn12.O=C(O)c1cccc(B(O)O)c1>>CNC(=O)c1c(-c2ccc(F)cc2)nc2ccc(-c3cccc(C(=O)O)c3)cn12,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,C1COCCO1,O,,O=C([O-])[O-].[Cs+].[Cs+],77.85,train
NC(=O)c1cnc2cncc(Br)c2n1.OB(O)c1cc(F)c(F)c(F)c1>>NC(=O)c1cnc2cncc(-c3cc(F)c(F)c(F)c3)c2n1,Cl[Pd]Cl,C1COCCO1,O,[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[Cs+].[Cs+],82.65,test
CN1C(=O)C2(CC(C)(C)C(F)(F)c3ccc(Br)cc32)N=C1N.OB(O)c1cncnc1>>CN1C(=O)C2(CC(C)(C)C(F)(F)c3ccc(-c4cncnc4)cc32)N=C1N,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,C1COCCO1,,,O=C([O-])[O-].[Na+].[Na+],86.95,test
Brc1cnc(I)nc1.OB(O)c1ccccc1>>Brc1cnc(-c2ccccc2)nc1,[Pd],Cc1ccccc1,O,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Na+].[Na+],50.0,train
CC(=O)c1ccc(B(O)O)s1.O=C(c1ccc2c(c1)N(c1ncc(Br)cn1)CC21CC1)N1CCOCC1>>CC(=O)c1ccc(-c2cnc(N3CC4(CC4)c4ccc(C(=O)N5CCOCC5)cc43)nc2)s1,[Pd].[Pd],C1CCOC1,O,O=C(/C=C/c1ccccc1)/C=C/c1ccccc1,O=C([O-])[O-].[K+].[K+],90.25,test
O=c1c2ccccc2nc(-c2cncc(Br)c2)n1-c1ccc(Cl)cc1.OB(O)c1ccccc1>>O=c1c2ccccc2nc(-c2cncc(-c3ccccc3)c2)n1-c1ccc(Cl)cc1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,COCCOC,,,O=C([O-])[O-].[Na+].[Na+],37.05,test
CC(C)Oc1ccc(B(O)O)cc1.CCCc1nc(CC)c(Br)c(=O)n1Cc1ccc(-c2ccccc2C#N)cc1>>CCCc1nc(CC)c(-c2ccc(OC(C)C)cc2)c(=O)n1Cc1ccc(-c2ccccc2C#N)cc1,Cl[Pd]Cl,C1COCCO1,CCOC(C)=O,[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[Cs+].[Cs+],88.9,test
COc1ccc(B(O)O)cc1.Cc1oc(Br)cc1C=O>>COc1ccc(-c2cc(C=O)c(C)o2)cc1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,COCCOC,O,,O=C([O-])[O-].[Na+].[Na+],89.2,train
COCCn1c(-c2ccc(C(C)C)cc2)nc2c(Br)ccc(OC)c21.OB(O)c1ccccc1>>COCCn1c(-c2ccc(C(C)C)cc2)nc2c(-c3ccccc3)ccc(OC)c21,[Pd],Cc1ccccc1,O,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Na+].[Na+],52.9,test
Fc1cccc(Br)n1.OCc1ccc(B(O)O)cc1>>OCc1ccc(-c2cccc(F)n2)cc1,Cl[Pd](Cl)([P](c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1,C1CCOC1,O,,O=C([O-])[O-].[Na+].[Na+],89.2,train
O=C(NCC(F)(F)F)c1cnc2cncc(Br)c2c1.OB(O)c1ccc(F)cc1>>O=C(NCC(F)(F)F)c1cnc2cncc(-c3ccc(F)cc3)c2c1,Cl[Pd]Cl,C1COCCO1,O,[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[Cs+].[Cs+],44.0,test
Fc1ccc(Nc2nn3c(I)cnc3s2)cc1.OB(O)c1ccc(O)cc1>>Oc1ccc(-c2cnc3sc(Nc4ccc(F)cc4)nn23)cc1,[Pd],C1COCCO1,O,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Cs+].[Cs+],35.85,test
CC(C)(C)OC(=O)N1CCC(Nc2cc(N)ncc2Br)CC1.COc1ccc(B(O)O)cc1>>COc1ccc(-c2cnc(N)cc2NC2CCN(C(=O)OC(C)(C)C)CC2)cc1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,CC#N,CO,,O=C([O-])[O-].[Na+].[Na+],39.35,train
CCOC(=O)c1cccc(I)c1.COc1ccc2cc(B(O)O)sc2c1>>CCOC(=O)c1cccc(-c2cc3ccc(OC)cc3s2)c1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,Cc1ccccc1,,,O=C([O-])[O-].[Na+].[Na+],49.95,train
COc1cccc(S(=O)(=O)c2sc(CN(C)C(=O)OC(C)(C)C)cc2Br)c1.OB(O)c1ccccc1F>>COc1cccc(S(=O)(=O)c2sc(CN(C)C(=O)OC(C)(C)C)cc2-c2ccccc2F)c1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,COCCOC,O,,O=C([O-])[O-].[Na+].[Na+],92.05,train
Cc1n[nH]c2cnc(Br)cc12.OB(O)c1cn[nH]c1>>Cc1n[nH]c2cnc(-c3cn[nH]c3)cc12,Cl[Pd]Cl,CN(C)C=O,,[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[Na+].[Na+],15.05,train
NC(=O)c1nc(-c2c(F)cccc2F)oc1Br.OB(O)c1ccccc1>>NC(=O)c1nc(-c2c(F)cccc2F)oc1-c1ccccc1,Cl[Pd]Cl,CC#N,,[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[Na+].[Na+],9.0,test
N#Cc1ccc(B(O)O)cc1.O=Cc1cncc(Br)c1>>N#Cc1ccc(-c2cncc(C=O)c2)cc1,Cl[Pd](Cl)([P](c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1,CN(C)C=O,,,O=C([O-])[O-].[Na+].[Na+],52.8,train
COC(=O)c1cc(C)c(Br)cn1.COc1ccc(B(O)O)cc1>>COC(=O)c1cc(C)c(-c2ccc(OC)cc2)cn1,Cl[Pd]Cl,C1CCOC1,,CC(C)(C)P([c-]1cccc1)C(C)(C)C.CC(C)(C)P([c-]1cccc1)C(C)(C)C.[Fe+2],O=C([O-])[O-].[K+].[K+],100.0,test
CC1=NC2(N=C1N)c1cc(Br)ccc1CC21CCC1.OB(O)c1cncc(Cl)c1>>CC1=NC2(N=C1N)c1cc(-c3cncc(Cl)c3)ccc1CC21CCC1,Cl[Pd+2](Cl)(Cl)Cl.[Na+].[Na+],CC1CCCO1,ClCCl,CC(C)(C)[PH+](CCCS(=O)(=O)[O-])C(C)(C)C,O=C([O-])[O-].[K+].[K+],76.75,test
COc1ncc(Br)c2ccccc12.N#Cc1cccc(B(O)O)c1>>COc1ncc(-c2cccc(C#N)c2)c2ccccc12,[Pd],Cc1ccccc1,,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Na+].[Na+],15.9,test
Brc1nn2c(I)cnc2s1.OB(O)c1ccc2[nH]ccc2c1>>Ic1cnc2sc(-c3ccc4[nH]ccc4c3)nn12,Cl[Pd](Cl)([P](c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1,C1COCCO1,,,O=C([O-])[O-].[Na+].[Na+],54.3,train
Cc1nnc(-c2ccccc2F)n2nc(OCc3ncnn3C)c(Br)c12.OB(O)c1ccsc1>>Cc1nnc(-c2ccccc2F)n2nc(OCc3ncnn3C)c(-c3ccsc3)c12,[Pd].[Pd],C1COCCO1,,CC(C)(C)P(C(C)(C)C)C(C)(C)C.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1,O=C([O-])[O-].[Cs+].[Cs+],82.75,test
O=c1ccn(-c2cccc(C(F)(F)F)c2)nc1Br.OB(O)c1ccsc1-c1ccccc1>>O=c1ccn(-c2cccc(C(F)(F)F)c2)nc1-c1ccsc1-c1ccccc1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,COCCOC,O,,O=C([O-])[O-].[Na+].[Na+],22.8,train
Cc1ccnc(Br)c1.OB(O)c1ccccc1>>Cc1ccnc(-c2ccccc2)c1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,CCO,Cc1ccccc1,,O=C([O-])[O-].[Na+].[Na+],75.3,train
COC(=O)c1cc(Br)nc2c1[nH]c1nc(N3CCOCC3)ccc12.OB(O)c1cccc(Cl)c1>>COC(=O)c1cc(-c2cccc(Cl)c2)nc2c1[nH]c1nc(N3CCOCC3)ccc12,CC(=O)[O-].CC(=O)[O-].[Pd+2],,,COc1cccc(OC)c1-c1ccccc1P(C1CCCCC1)C1CCCCC1,O=P([O-])([O-])[O-].[K+].[K+].[K+],50.9,test
Cc1cc(C)c(NC(=O)Nc2sc(Br)cc2C(=O)OC(C)(C)C)c(C)c1.OB(O)c1ccc(OC(F)(F)F)cc1>>Cc1cc(C)c(NC(=O)Nc2sc(-c3ccc(OC(F)(F)F)cc3)cc2C(=O)OC(C)(C)C)c(C)c1,Cl[Pd](Cl)([P](c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1,COCCOC,,,O=C([O-])[O-].[Na+].[Na+],22.85,train
N#Cc1cncc(B(O)O)c1.NC1=N[C@](CF)(c2cc(Br)ccc2F)C[C@@H](C(F)(F)F)O1>>N#Cc1cncc(-c2ccc(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)c1,Cl[Pd]Cl,C1CCOC1,O,[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[Cs+].[Cs+],65.85,test
Cc1ccncc1B(O)O.NC(=O)C(Nc1cncc(Br)c1)c1ccccc1>>Cc1ccncc1-c1cncc(NC(C(N)=O)c2ccccc2)c1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,COCCOC,O,,O=C([O-])[O-].[K+].[K+],14.5,train
Cc1ccc(S(=O)(=O)n2cc(I)c3c(Nc4ccc(F)cc4)nc(Cl)nc32)cc1.OB(O)c1ccncc1>>Cc1ccc(S(=O)(=O)n2cc(-c3ccncc3)c3c(Nc4ccc(F)cc4)nc(Cl)nc32)cc1,Cl[Pd](Cl)([P](c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1,C1COCCO1,,,O=C([O-])[O-].[Na+].[Na+],14.8,test
CC(NC(=O)c1ccc2cncc(Br)c2n1)c1cccc(S(C)(=O)=O)c1.OB(O)c1ccc(Cl)cc1>>CC(NC(=O)c1ccc2cncc(-c3ccc(Cl)cc3)c2n1)c1cccc(S(C)(=O)=O)c1,Cl[Pd]Cl,C1COCCO1,O,[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[Cs+].[Cs+],68.65,test
Cc1noc(C)c1-c1cnc2c(B(O)O)cn(CC3CCC(F)(F)CC3)c2c1.FC(F)c1ccc(Br)cc1>>Cc1noc(C)c1-c1cnc2c(-c3ccc(C(F)F)cc3)cn(CC3CCC(F)(F)CC3)c2c1,Cl[Pd]Cl,CC#N,O,[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[K+].[K+],29.0,test
Brc1csc2ccccc12.O=Cc1cccc(B(O)O)c1>>O=Cc1cccc(-c2csc3ccccc23)c1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,CCO,Cc1ccccc1,,O=C([O-])[O-].[Cs+].[Cs+],93.9,test
COc1ccccc1B(O)O.Cc1ccc(S(=O)(=O)n2cc(I)c3nc(Br)cnc32)cc1>>COc1ccccc1-c1cn(S(=O)(=O)c2ccc(C)cc2)c2ncc(Br)nc12,Cl[Pd-2](Cl)([PH](c1ccccc1)(c1ccccc1)c1ccccc1)[PH](c1ccccc1)(c1ccccc1)c1ccccc1,CC#N,CCOC(C)=O,,O=C([O-])O.[Na+],34.0,test
CC(C)NS(=O)(=O)c1ccc(Br)c(F)c1.Cn1c(C#N)ccc1B(O)O>>CC(C)NS(=O)(=O)c1ccc(-c2ccc(C#N)n2C)c(F)c1,[Pd].[Pd],,,CC(C)(C)P(C(C)(C)C)C(C)(C)C.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1,[F-].[K+],18.75,test
Cc1cc(C2(c3cccc(Br)c3)N=C(N)c3c(F)cccc32)cc(C)n1.N#Cc1cncc(B(O)O)c1>>Cc1cc(C2(c3cccc(-c4cncc(C#N)c4)c3)N=C(N)c3c(F)cccc32)cc(C)n1,Cl[Pd]Cl,ClCCl,,[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[K+].[K+],53.0,test
NC(=O)c1cnc2cncc(Br)c2c1.OB(O)c1ccc(F)cc1>>NC(=O)c1cnc2cncc(-c3ccc(F)cc3)c2c1,Cl[Pd]Cl,C1COCCO1,O,[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[Cs+].[Cs+],68.1,test
C[Si](C)(C)CCOCn1nccc1B(O)O.Clc1ccc(-n2cc(Br)nc2Br)c(Cl)c1>>C[Si](C)(C)CCOCn1nccc1-c1nc(Br)cn1-c1ccc(Cl)cc1Cl,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,C1COCCO1,O,,O=C([O-])[O-].[Cs+].[Cs+],29.65,train
N#Cc1cc(S(=O)(=O)Nc2nccs2)ccc1Oc1cnc(-c2ccccc2)cc1I.OB(O)c1cccnc1F>>N#Cc1cc(S(=O)(=O)Nc2nccs2)ccc1Oc1cnc(-c2ccccc2)cc1-c1cccnc1F,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,CN(C)C=O,O,,O=C([O-])[O-].[Na+].[Na+],29.15,train
Clc1nccc(I)c1Br.N#Cc1ccc(B(O)O)cc1>>N#Cc1ccc(-c2ccnc(Cl)c2Br)cc1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,Cc1ccccc1,O,,O=C([O-])[O-].[Na+].[Na+],28.85,train
COc1ccccc1B(O)O.Cc1nc(Br)n2c1c(C)nc1ccc(F)cc12>>COc1ccccc1-c1nc(C)c2c(C)nc3ccc(F)cc3n12,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,,,,O=C([O-])[O-].[K+].[K+],89.8,train
CCNC(=O)c1cc(F)c(C)c(-c2ccc3c(Br)n[nH]c3c2)c1.Cc1noc(C)c1B(O)O>>CCNC(=O)c1cc(F)c(C)c(-c2ccc3c(-c4c(C)noc4C)n[nH]c3c2)c1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,CC(C)O,,,O=C([O-])O.[Na+],11.5,train
Ic1ccccn1.OB(O)c1cccnc1F>>Fc1ncccc1-c1ccccn1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,COCCOC,O,,O=C([O-])[O-].[Na+].[Na+],50.2,test
Brc1cnc2[nH]ccc2c1.OB(O)c1ccccc1>>c1ccc(-c2cnc3[nH]ccc3c2)cc1,Cl[Pd]Cl,C1COCCO1,O,[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[K+].[K+],64.2,test
CC(C)COc1ccc(B(O)O)cc1C#N.COC(=O)c1ccc(Br)s1>>COC(=O)c1ccc(-c2ccc(OCC(C)C)c(C#N)c2)s1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,Cc1ccccc1,,,O=C([O-])[O-].[Na+].[Na+],78.1,test
COc1ccc(Br)cc1Cc1c(CN(CCC(C)C)C(=O)c2ccc(OC)c(OC)c2Cl)nc2ccccn12.OB(O)c1cccnc1>>COc1ccc(-c2cccnc2)cc1Cc1c(CN(CCC(C)C)C(=O)c2ccc(OC)c(OC)c2Cl)nc2ccccn12,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,Cc1ccccc1,ClCCl,,O=C([O-])[O-].[K+].[K+],89.35,train
Cc1ccccc1B(O)O.Cc1nc(Br)ccc1CN1CCN(C(=O)OC(C)(C)C)CC1>>Cc1ccccc1-c1ccc(CN2CCN(C(=O)OC(C)(C)C)CC2)c(C)n1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,C1COCCO1,O,,O=C([O-])[O-].[K+].[K+],97.05,train
CS(=O)(=O)c1ccc(CNC(=O)c2ccc3cncc(Br)c3n2)cc1.OB(O)c1ccc(F)c(F)c1>>CS(=O)(=O)c1ccc(CNC(=O)c2ccc3cncc(-c4ccc(F)c(F)c4)c3n2)cc1,Cl[Pd]Cl,C1COCCO1,O,[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[Cs+].[Cs+],91.45,test
Nc1nc2cnc(Br)cn2n1.O=C(O)c1cccc(B(O)O)c1>>Nc1nc2cnc(-c3cccc(C(=O)O)c3)cn2n1,Cl[Pd](Cl)([P](c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1,CCCO,,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[K+].[K+],97.6,test
